ID_TAXON;GATTUNG;UNTERGATTUNG;ART;TAXONNAME;BESCHREIBER;JAHRESZAHL;UNTERFAMILIE;FAMILIE;GG_GROSSGRUPPE;GG_BEZEICHNUNG;GG_REIHENFOLGE;ID_VERSION;VER_BEZEICHNUNG;SYNONYM_LISTE;TROPHIE_INDEX;TROPHIE_WEIGHT;SAPROBIE_INDEX;SAPROBIE_WEIGHT;REFERENZART_TYP;REFERENZART_TYPB_AM1;REFERENZART_TYPB_AM2;REFERENZART_TYPB_AV1;REFERENZART_TYPB_AV2;REFERENZART_TYPB_BR1;REFERENZART_TYPB_BR2;REFERENZART_TYPB_BR3;REFERENZART_TYPB_FH1;REFERENZART_TYPB_FH2;REFERENZART_TYPB_FL1;REFERENZART_TYPB_FL2;REFERENZART_TYPB_FL3;REFERENZART_TYPB_GF1;REFERENZART_TYPB_GG1;REFERENZART_TYPB_GG2;REFERENZART_TYPB_GG3;REFERENZART_TYPB_HV1;REFERENZART_TYPB_HV2;REFERENZART_TYPB_HV3;REFERENZART_TYPB_IB1;REFERENZART_TYPB_IB2;REFERENZART_TYPB_KH2;REFERENZART_TYPB_KH3;REFERENZART_TYPB_KV1;REFERENZART_TYPB_KV2;REFERENZART_TYPB_KV3;REFERENZART_TYPB_SA1;REFERENZART_TYPB_SA2;REFERENZART_TYPB_SA3;REFERENZART_TYPB_UZA1;REFERENZART_TYPB_UZA2;REFERENZART_TYPB_UZA3;REFERENZART_TYPB_VAV1;REFERENZART_TYPB_VAV2;REFERENZART_TYPB_VZA2;REFERENZART_TYPB_VZA3
446;Eunotia;;sudetica;Eunotia sudetica;O.MÜLLER;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0,6;2;1;5;B;;;;;1;1;1;;;;;;;1;1;1;;;;1;1;;;;;;;;;1;1;1;;;1;1
447;Eunotia;;tenella;Eunotia tenella;(GRUNOW) HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0,8;1;1;5;B;;;;;1;1;1;;;;;;;1;1;1;;;;1;1;;;;;;;;;1;1;1;;;1;1
1954;Eunotia;;tetraodon;Eunotia tetraodon;EHRENBERG;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Eunotia serra var. Tetraodon;0,6;2;1;5;B;;;;;1;1;1;;;;;;;1;1;1;;;;1;1;;;;;;;;;1;1;1;;;1;1
1955;Eunotia;;trinacria;Eunotia trinacria;KRASSKE;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Eunotia paludosa var. trinacria;0,6;2;1;5;B;;;;;1;1;1;;;;;;;1;1;1;;;;1;1;;;;;;;;;1;1;1;;;1;1
448;Eunotia;;triodon;Eunotia triodon;EHRENBERG;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0,6;2;1;5;B;;;;;1;1;1;;;;;;;1;1;1;;;;1;1;;;;;;;;;1;1;1;;;1;1
1956;Eunotia;;ursamaioris;Eunotia ursamaioris;LANGE-BERTALOT & NOERPEL;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;1;5;B;;;;;1;1;1;;;;;;;1;1;1;;;;1;1;;;;;;;;;1;1;1;;;1;1
1957;Eunotia;;valida;Eunotia valida;HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;1;5;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1958;Eunotia;;varioundulata;Eunotia varioundulata;NOERPEL-SCHEMPP & LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Eunotia exigua var. undulata;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1959;Fallacia;;fracta;Fallacia fracta;(HUSTEDT) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula fracta;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1960;Fallacia;;helensis;Fallacia helensis;(SCHULZ) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula helensis;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1961;Fallacia;;indifferens;Fallacia indifferens;(HUSTEDT) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula indifferens;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1962;Fallacia;;insociabilis;Fallacia insociabilis;(KRASSKE) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula insociabilis;0;0;0;0;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1963;Fallacia;;lange-bertalotii;Fallacia lange-bertalotii;(REICHARDT) REICHARDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula lange-bertalotii;0;0;1,2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1964;Fallacia;;lenzii;Fallacia lenzii;(HUSTEDT) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula lenzii;2,5;1;2;2;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1965;Fallacia;;lucinensis;Fallacia lucinensis;(HUSTEDT) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula lucinensis;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1966;Fallacia;;monoculata;Fallacia monoculata;(HUSTEDT) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula monoculata, Navicula monoculata var. monoculata;3,4;4;2,3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1967;Fallacia;;omissa;Fallacia omissa;(HUSTEDT) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula monoculata var. omissa;3,1;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1968;Fallacia;;pygmaea ssp. pygmaea;Fallacia pygmaea ssp. pygmaea;(KUETZING) STICKLE & D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula pygmaea;2,7;1;2,8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;Fallacia;;pygmaea ssp. subpygmaea;Fallacia pygmaea ssp. subpygmaea;LANGE-BERTALOT, CAVACINI, TAGLIAVENTI & ALFINITO;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;3,9;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1970;Fallacia;;sp.;Fallacia sp.;;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1971;Fallacia;;subhamulata;Fallacia subhamulata;(GRUNOW) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula subhamulata;2,6;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1972;Fallacia;;sublucidula;Fallacia sublucidula;(HUSTEDT) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula sublucidula;2,7;4;1,6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;Fallacia;;tenera;Fallacia tenera;(HUSTEDT) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula tenera;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1974;Fallacia;;tenerrima;Fallacia tenerrima;(HUSTEDT) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula tenerrima;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1975;Fallacia;;vitrea;Fallacia vitrea;(OESTRUP) D.G.MANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula festiva;0,6;2;0;0;B;;;;;1;1;1;;;;;;;1;1;1;;;;1;1;;;;;;;;;1;1;1;;;1;1
1977;Fistulifera;;pelliculosa;Fistulifera pelliculosa;(BREBISSON ex KUETZING) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula pelliculosa;1,7;0;1,7;2;B;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;;1;1;1;;1;1;1;1;1;;;;;1;1;;
1978;Fistulifera;;saprophila;Fistulifera saprophila;(LANGE-BERTALOT & BONIK) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Navicula saprophila;2,6;1;3,5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1979;Fistulifera;;sp.;Fistulifera sp.;;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1980;Fragilaria;;acidoclinata;Fragilaria acidoclinata;LANGE-BERTALOT & HOFMANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;1,3;2;1,1;3;B;1;1;1;1;1;1;1;;;;;;1;1;1;1;;;;1;1;;;;;;;;;1;1;1;1;1;1;1
1981;Fragilaria;;acus;Fragilaria acus;(KUETZING) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria ulna var. acus, Ulnaria acus;2,3;0;2,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;Fragilaria;;alpestris;Fragilaria alpestris;KRASSKE;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1982;Fragilaria;;amphicephaloides;Fragilaria amphicephaloides;LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria capucina var. amphicephala;0,8;4;1;5;B;1;1;1;;;;;1;1;1;1;1;1;;;;1;1;1;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1983;Fragilaria;;atomus;Fragilaria atomus;HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;3;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1984;Fragilaria;;austriaca;Fragilaria austriaca;(GRUNOW) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria capucina var. austriaca;0,7;4;1;5;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;Fragilaria;;bicapitata;Fragilaria bicapitata;A. MAYER;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilariaforma bicapitata sensu;1,7;1;1,6;3;B;1;;1;1;1;;;1;1;;;;1;1;1;;;;;1;1;;;;;;;;;;;;1;;;
452;Fragilaria;;biceps;Fragilaria biceps;(KÜTZING) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Synedra ulna var. biceps;1,6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;Fragilaria;;bidens;Fragilaria bidens;HEIBERG;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
454;Fragilaria;;brevistriata;Fragilaria brevistriata;GRUNOW;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Pseudostaurosira brevistriata, Staurosira brevistriata;2,5;0;2;1;B;1;;1;1;;;;1;1;1;;;1;;;;;;;1;1;;;1;1;1;1;;;;;;1;1;;
1985;Fragilaria;;candidagiliae;Fragilaria candidagiliae;ALMEIDA, C.DELGADO,NOVAIS & BLANCO;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;Fragilaria;;capucina Gruppe;Fragilaria capucina Gruppe;;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1264;Fragilaria;;capucina var. capucina;Fragilaria capucina var. capucina;DESMAZIERES;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;2,2;0;1,7;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;Fragilaria;;constricta;Fragilaria constricta;EHRENBERG;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;B;1;;1;1;;;;1;1;1;;;1;;;;;;;1;1;;;1;1;1;1;;;;;;1;1;;
468;Fragilaria;;construens f. binodis;Fragilaria construens f. binodis;(EHRENBERG) HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Staurosira binodis;2,7;1;1,8;2;B;1;;1;1;;;;1;1;1;;;1;;;;;;;1;1;;;1;1;1;1;;;;;;1;1;;
1245;Fragilaria;;construens f. construens;Fragilaria construens f. construens;(EHRENBERG) HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Staurosira construens;2,6;1;1,8;2;B;;;;;1;1;1;;;;;;;1;1;1;;;;1;1;;;;;;;;;1;1;1;;;1;1
1987;Fragilaria;;construens f. exigua;Fragilaria construens f. exigua;(W.SMITH) HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;Fragilaria;;construens f. subsalina;Fragilaria construens f. subsalina;(HUSTEDT) HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Staurosira subsalina;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;Fragilaria;;construens f. venter;Fragilaria construens f. venter;(EHRENBERG) HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Staurosira venter;2,6;1;1,8;2;B;1;1;1;1;1;1;;1;1;1;;;1;1;1;;;;;1;1;;;1;1;1;;;;;;;1;1;;
1989;Fragilaria;;construens Gruppe;Fragilaria construens Gruppe;;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;Fragilaria;;delicatissima;Fragilaria delicatissima;(W. SMITH) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Synedra delicatissima;1,1;2;0;0;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;Fragilaria;;dilatata;Fragilaria dilatata;(BREBISSON) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria capitata, Synedra capitata, Synedra dilatata;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301;Fragilaria;;elliptica;Fragilaria elliptica;SCHUMANN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990;Fragilaria;;exiguiformis;Fragilaria exiguiformis;LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria exigua;1,7;1;1;5;B;1;1;1;1;1;1;1;;;;;;1;1;1;1;;;;1;1;;;;;;;;;1;1;1;1;1;1;1
474;Fragilaria;;famelica;Fragilaria famelica;(KÜTZING) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Synedra famelica, Synedra famelica var. ? minuscula;2,8;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;Fragilaria;;gracilis;Fragilaria gracilis;OESTRUP;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria capucina var. gracilis;1,4;1;1,3;4;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1992;Fragilaria;;hungarica;Fragilaria hungarica;PANTOCSEK;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
477;Fragilaria;;incognita;Fragilaria incognita;REICHARDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0,5;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993;Fragilaria;;intermedia;Fragilaria intermedia;GRUNOW;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;Fragilaria;;lapponica;Fragilaria lapponica;GRUNOW;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Staurosira lapponica;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1426;Fragilaria;;leptostauron var. dubia;Fragilaria leptostauron var. dubia;(Grunow) Hustedt 1931;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Staurosira dubia;2,5;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;Fragilaria;;leptostauron var. leptostauron;Fragilaria leptostauron var. leptostauron;(EHRENBERG) HUSTEDT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Staurosira pinnata;2,3;1;2,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;Fragilaria;;martyi;Fragilaria martyi;(HERIBAUD) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria leptostauron var. martyi, Staurosira martyi;2,5;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;Fragilaria;;mesolepta;Fragilaria mesolepta;RABENHORST;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria capucina var. mesolepta;2,2;0;2,2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;Fragilaria;;nanana;Fragilaria nanana;LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Synedra nana;0;0;0;0;B;1;1;1;1;1;1;;1;1;1;1;;1;1;1;;1;1;;1;1;;;1;1;1;1;;;;;;1;1;;
1997;Fragilaria;;neointermedia;Fragilaria neointermedia;TUJI & WILLIAMS;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
481;Fragilaria;;nitzschioides;Fragilaria nitzschioides;GRUNOW;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria aequalis, Fragilariaforma nitzschioides;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;Fragilaria;;pararumpens;Fragilaria pararumpens;LANGE-BERTALOT, HOFMANN & WERUM;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;Fragilaria;;parasitica var. parasitica;Fragilaria parasitica var. parasitica;(W.SMITH) GRUNOW;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;2,4;0;1,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483;Fragilaria;;parasitica var. subconstricta;Fragilaria parasitica var. subconstricta;GRUNOW;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Fragilaria;;pectinalis;Fragilaria pectinalis;(O.F.MUELLER) LYNGBYE;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Fragilaria;;perminuta;Fragilaria perminuta;(GRUNOW) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria capucina var. perminuta;1,5;1;1,6;3;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484;Fragilaria;;pinnata;Fragilaria pinnata;EHRENBERG;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria elliptica, Fragilaria pinnata var. lancettula, Fragilaria pinnata var. subrotunda, Staurosirella pinnata;2,5;1;2;1;B;1;1;1;1;1;1;;1;1;1;1;;1;1;1;;1;1;;1;1;;;1;1;1;1;;;;;;1;1;;
1304;Fragilaria;;pseudoconstruens;Fragilaria pseudoconstruens;MARCINIAK;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Staurosira pseudoconstruens;0;0;0;0;B;;;1;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;
485;Fragilaria;;pulchella;Fragilaria pulchella;(RALFS) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria ctenophora, Synedra familiaris, Synedra pulchella;2,4;0;2,8;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Fragilaria;;radians;Fragilaria radians;(KUETZING) LANGE-BERTALOT;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;2,1;0;0;0;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Fragilaria;;recapitellata;Fragilaria recapitellata;LANGE-BERTALOT & METZELTIN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;;1,7;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486;Fragilaria;;robusta;Fragilaria robusta;(FUSEY) MANGUIN;0;[Kl:Diatomophyceae];[Kl:Diatomophyceae];KIESELALGEN;BACILLARIOPHYCEAE;6;4;Pfister et al. 2017;Fragilaria construens var. binodis f. robusta, Fragilaria pseudoconstruens var. bigibba, Staurosira robusta;1,1;4;1,7;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
