seq_ID	Species	Genus	Family	Order	Subclass	Class	Subphylum	Subkingdom	Kingdom
TCC6-18S-1	Chlorogonium elongatum	Chlorogonium							
TCC7a-18S-1	Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC9-18S-1	Pandorina morum	Pandorina							
TCC26-18S-1	Scenedesmus spinosus	Scenedesmus							
TCC27-18S-1	Scenedesmus quadricauda	Scenedesmus							
TCC63-18S-1	Monoraphidium pusillum	Monoraphidium							
TCC68-18S-1	Ankistrodesmus bibraianus	Ankistrodesmus							
TCC107-18S-1	Craticula accomoda	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC108b-18S-1	Mychonastes homosphaera	Mychonastes							
TCC108c-18S-1	Mychonastes homosphaera	Mychonastes							
TCC116-18S-1	Scenedesmus acutus	Scenedesmus							
TCC119-18S-1	Scenedesmus intermedius	Scenedesmus							
TCC123-18S-1	Botryococcus protuberans	Botryococcus							
TCC125-18S-1	Eudorina elegans	Eudorina							
TCC129-18S-1	Coelastrum reticulatum	Coelastrum							
TCC132-18S-1	Chlamydomonas reinhardtii	Chlamydomonas							
TCC134-18S-1	Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC136-1-18S-1	Mychonastes sp.	Mychonastes							
TCC136-2-18S-1	Mychonastes sp.	Mychonastes							
TCC136-3-18S-1	Mychonastes sp.	Mychonastes							
TCC136-4-18S-1	Mychonastes sp.	Mychonastes							
TCC136-5-18S-1	Mychonastes sp.	Mychonastes							
TCC139-1-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC139-2-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC139-3-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC141-1-18S-1	Scenedesmus acutus var. acutus	Scenedesmus							
TCC141-2-18S-1	Scenedesmus acutus var. acutus	Scenedesmus							
TCC141-3-18S-1	Scenedesmus acutus var. acutus	Scenedesmus							
TCC141-4-18S-1	Scenedesmus acutus var. acutus	Scenedesmus							
TCC141-5-18S-1	Scenedesmus acutus var. acutus	Scenedesmus							
TCC141-6-18S-1	Scenedesmus acutus var. acutus	Scenedesmus							
TCC142-1-18S-1	Scenedesmus acutus	Scenedesmus							
TCC142-2-18S-1	Scenedesmus acutus	Scenedesmus							
TCC143-18S-1	Scenedesmus acutus	Scenedesmus							
TCC144-1-18S-1	Scenedesmus quadricauda	Scenedesmus							
TCC144-2-18S-1	Scenedesmus quadricauda	Scenedesmus							
TCC144-3-18S-1	Scenedesmus quadricauda	Scenedesmus							
TCC144-4-18S-1	Scenedesmus pecsensis	Scenedesmus							
TCC144-5-18S-1	Scenedesmus pecsensis	Scenedesmus							
TCC144-6-18S-1	Scenedesmus quadricauda	Scenedesmus							
TCC144-7-18S-1	Scenedesmus quadricauda	Scenedesmus							
TCC145-2-18S-1	Choricystis sp.	Choricystis							
TCC146-1-18S-1	Mychonastes sp.	Mychonastes							
TCC146-2-18S-1	Mychonastes sp.	Mychonastes							
TCC146-3-18S-1	Mychonastes sp.	Mychonastes							
TCC147-18S-1	Mychonastes sp.	Mychonastes							
TCC148-1-18S-1	Mychonastes homosphaera	Mychonastes							
TCC148-2-18S-1	Mychonastes homosphaera	Mychonastes							
TCC148-3-18S-1	Mychonastes homosphaera	Mychonastes							
TCC148-4-18S-1	Mychonastes homosphaera	Mychonastes							
TCC148-5-18S-1	Mychonastes homosphaera	Mychonastes							
TCC148-6-18S-1	Mychonastes homosphaera	Mychonastes							
TCC150-3-18S-1	Mychonastes homosphaera	Mychonastes							
TCC150-8-18S-1	Chlorella vulgaris	Chlorella							
TCC160-18S-1	Parachlorella kessleri	Parachlorella							
TCC162-18S-1	Chlorella sp.	Chlorella							
TCC163-18S-1	Chlorella vulgaris	Chlorella							
TCC164-18S-1	Muriella zofingiensis	Muriella							
TCC165-18S-1	Xanthonema montanum	Xanthonema							
TCC166-18S-1	Stichococcus cf. fragilis	Stichococcus							
TCC167-18S-1	Synura petersenii	Synura							
TCC168-18S-1	Cryptomonas tetrapyrenoidosa 	Cryptomonas							
TCC208-18S-1	Chlorella (3 varietés)	Chlorella							
TCC212-18S-1	Chlorella sp.	Chlorella							
TCC225-18S-1	Chlorella vulgaris	Chlorella							
TCC229-18S-1	Chlorella vulgaris	Chlorella							
TCC234-2-18S-1	Chlamydomonas reinhardtii	Chlamydomonas							
TCC301-18S-1	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC302-18S-1	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC303-18S-1	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC304-18S-1	Fragilaria crotonensis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC306-18S-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC308-18S-1	Scenedesmus sp.	Scenedesmus							
TCC310-18S-1	Scenedesmus quadricauda	Scenedesmus							
TCC311-18S-1	Scenedesmus spinosus	Scenedesmus							
TCC316-18S-1	Scenedesmus intermedius	Scenedesmus							
TCC320-18S-1	Ankistrodesmus gracilis	Ankistrodesmus							
TCC322-18S-1	Mychonastes homosphaera	Mychonastes							
TCC324-18S-1	Scenedesmus spinosus	Scenedesmus							
TCC325-18S-1	Scenedesmus acutus	Scenedesmus							
TCC326-18S-1	Scenedesmus spinosus	Scenedesmus							
TCC329-18S-1	Chlorella vulgaris var. viridis	Chlorella							
TCC330-18S-1	Mychonastes homosphaera	Mychonastes							
TCC331-18S-1	Mychonastes homosphaera	Mychonastes							
TCC332-18S-1	Scenedesmus nanus	Chlorella							
TCC335-18S-1	Neocystis arvensis	Neocystis							
TCC336-18S-1	Scotiellopsis rubescens	Scotiellopsis							
TCC342-18S-1	Chlorella saccharophila	Chlorella							
TCC343-18S-1	Chlamydomonas sp.	Chlamydomonas							
TCC346-18S-1	Chlorella saccharophila	Chlorella							
TCC348-18S-1	Pseudococcomyxa pringsheimii	Pseudococcomyxa							
TCC350-18S-1	Tetracystis aggregata	Tetracystis							
TCC352-18S-1	Mychonastes homosphaera	Mychonastes							
TCC353-18S-1	Pantocsekiella costei	Pantocsekiella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC355-18S-1	Stephanodiscus minutulus	Stephanodiscus	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC356-18S-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC357-18S-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC358-18S-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC359-18S-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC360-18S-1	Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC364-18S-1	Conticribra weissflogii	Conticribra	Thalassiosiraceae	Thalassiosirales	Thalassiosirophycidae	Mediophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC365-18S-1	Fragilaria cf. nanoides	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC366-18S-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC367-18S-1	Fragilaria perminuta	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC368-18S-1	Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC369-18S-1	Surirella elliptica	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC370-18S-1	Diadesmis gallica	Diadesmis	Diadesmidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC371-18S-1	Eunotia bilunaris	Eunotia	Eunotiaceae	Eunotiales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC372-18S-1	Fragilaria vaucheriae	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC373-18S-1	Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC374-18S-1	Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC375-18S-1	Nitzschia acicularis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC376-18S-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC377-18S-1	Nitzschia communis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC378-18S-1	Nitzschia dissipata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC379-18S-1	Nitzschia filiformis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC380-18S-1	Nitzschia fonticola	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC381-18S-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC382-18S-1	Nitzschia paleaeformis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC383-18S-1	Nitzschia paleaeformis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC384-18S-1	Nitzschia pusilla	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC385-18S-1	Nitzschia pusilla	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC386-18S-1	Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC387-18S-1	Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC388-18S-1	Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC389-18S-1	Nitzschia paleacea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC391-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC392-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC393-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC394-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC395-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC396-18S-1	Nitzschia cf. pusilla	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC397-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC398-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC399-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC400-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC401-18S-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC402-18S-1	Craticula subminuscula	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC403-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC404-18S-1	Nitzschia supralitorea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC405-18S-1	Nitzschia supralitorea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC406-18S-1	Pinnularia rupestris	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC407-18S-1	Surirella angusta	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC408-18S-1	Surirella brebissonii	Surirella	Surirellaceae	Surirellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC426-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC428-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC429-18S-1	Gomphonema lagenula	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC430-18S-1	Gomphonema lagenula	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC431-18S-1	Gomphonema lagenula	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC432-18S-1	Gomphonema lagenula	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC433-18S-1	Gomphonema lagenula	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC434-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC435-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC436-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC438-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC439-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC441-18S-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC442-18S-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC443-18S-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC444-18S-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC445-18S-1	Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC446-18S-1	Navicula cryptocephala	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC447-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC448-18S-1	Navicula germainii	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC449-18S-1	Cocconeis euglypta	Cocconeis	Cocconeidaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC451-18S-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC452-18S-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC456-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC457-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC458-18S-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC459-18S-1	Craticula molestiformis	Craticula	Stauroneidaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC460-18S-1	Gomphonema bourbonense	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC461-18S-1	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC462-18S-1	Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC464-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC465-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC466-18S-1	Gomphonema lagenula	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC467-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC468-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC469-18S-1	Gomphonema clevei	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC470-18S-1	Gomphonema lagenula	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC471-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC472-18S-1	Pinnularia acrosphaeria	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC473-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC474-18S-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC475-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC476-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC477-18S-1	Halamphora montana	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC478-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC479-18S-1	Halamphora montana	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC480-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC482-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC483-18S-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC484-18S-1	Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC486-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC487-18S-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC488-18S-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC490-18S-1	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC491-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC492-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC493-18S-1	Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC494-18S-1	Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC495-18S-1	Navicula cryptotenella	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC496-18S-1	Lemnicola hungarica	Lemnicola	Achnanthidiaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC497-18S-1	Pinnularia microstauron	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC498-18S-1	Nitzschia inconspicua	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC499-18S-1	Placoneis elginensis	Placoneis	Cymbellaceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC500-18S-1	Gomphonema lagenula	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC501-18S-1	Cocconeis euglypta	Cocconeis	Cocconeidaceae	Achnanthales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC502-18S-1	Navicula rostellata	Navicula	Naviculaceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC503-18S-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC504-18S-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC505-18S-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
TCC506-18S-1	Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophycidae	Bacillariophyceae	Bacillariophytina	Diatomeae	Diatomista
