Kigdom	phylum	Class	Order	Family	Genus	Species	Subspecies	TaxID
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys scripta	Unassigned	34903
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys adiutrix	Unassigned	365622
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys decorata	Unassigned	365623
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys gaigeae	Unassigned	365625
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys terrapen	Unassigned	365627
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys decussata	Trachemys decussata decussata	365628
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys decussata	Trachemys decussata angusta	365629
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys scripta	Trachemys scripta scripta	365635
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys venusta	Trachemys venusta cataspila	365636
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys emolli	Unassigned	365638
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys grayi	Unassigned	365639
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys scripta	Trachemys scripta troostii	365644
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys stejnegeri	Trachemys stejnegeri vicina	365649
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Pseudemys	Pseudemys texana	Unassigned	365650
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys venusta	Trachemys venusta callirostris	365651
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys venusta	Trachemys venusta chichiriviche	365653
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios castaneus	Unassigned	367368
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Testudo	Testudo graeca	Testudo graeca zarudnyi	372993
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Testudo	Testudo graeca	Testudo graeca armeniaca	372994
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Testudo	Testudo graeca	Testudo graeca buxtoni	372995
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Cyclemys	Cyclemys oldhami	Unassigned	378289
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Cyclemys	Cyclemys pulchristriata	Unassigned	378291
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Rhinoclemmys	Rhinoclemmys nasuta	Unassigned	384628
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Gopherus	Gopherus agassizii	Unassigned	38772
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Gopherus	Gopherus polyphemus	Unassigned	38773
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Malaclemys	Malaclemys terrapin	Malaclemys terrapin terrapin	391341
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Testudo	Testudo werneri	Unassigned	415943
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Mauremys	Mauremys nigricans	Unassigned	421224
Eukaryota	Chordata	Unassigned	Testudines	Podocnemididae	Podocnemis	Podocnemis lewyana	Unassigned	428006
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Nilssonia	Nilssonia leithii	Unassigned	428571
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Pangshura	Pangshura sylhetensis	Unassigned	429326
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Lissemys	Lissemys punctata	Lissemys punctata punctata	443532
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Acanthochelys	Acanthochelys pallidipectoris	Unassigned	44400
Eukaryota	Chordata	Unassigned	Testudines	Carettochelyidae	Carettochelys	Carettochelys insculpta	Unassigned	44489
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina longicollis	Unassigned	44491
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina oblonga	Unassigned	44492
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelus	Chelus fimbriata	Unassigned	44495
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Elseya	Elseya dentata	Unassigned	44497
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Phrynops	Phrynops geoffroanus	Unassigned	44502
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Platemys	Platemys platycephala	Unassigned	44504
Eukaryota	Chordata	Unassigned	Testudines	Podocnemididae	Podocnemis	Podocnemis expansa	Unassigned	44507
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Pseudemydura	Pseudemydura umbrina	Unassigned	44510
Eukaryota	Chordata	Unassigned	Testudines	Podocnemididae	Erymnochelys	Erymnochelys madagascariensis	Unassigned	44520
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelomedusa	Pelomedusa subrufa	Unassigned	44522
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios sinuatus	Unassigned	44526
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Rheodytes	Rheodytes leukops	Unassigned	44528
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Elusor	Elusor macrurus	Unassigned	44530
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Batagur	Batagur affinis	Unassigned	488792
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Chelonoidis	Chelonoidis carbonarius	Unassigned	50047
Eukaryota	Chordata	Unassigned	Testudines	Podocnemididae	Podocnemis	Podocnemis sextuberculata	Unassigned	510613
Eukaryota	Chordata	Unassigned	Testudines	Podocnemididae	Podocnemis	Podocnemis vogli	Unassigned	510618
Eukaryota	Chordata	Unassigned	Testudines	Podocnemididae	Podocnemis	Podocnemis erythrocephala	Unassigned	510619
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Emydura	Emydura australis	Unassigned	512778
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Astrochelys	Astrochelys yniphora	Unassigned	532073
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Melanochelys	Melanochelys trijuga	Melanochelys trijuga indopeninsularis	555094
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Melanochelys	Melanochelys trijuga	Melanochelys trijuga parkeri	555095
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Rhinoclemmys	Rhinoclemmys pulcherrima	Rhinoclemmys pulcherrima manni	555096
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Rhinoclemmys	Rhinoclemmys pulcherrima	Rhinoclemmys pulcherrima rogerbarbouri	555097
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Apalone	Apalone spinifera	Unassigned	55534
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios williamsi	Unassigned	55535
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Staurotypus	Staurotypus triporcatus	Unassigned	55537
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Lissemys	Lissemys punctata	Unassigned	55542
Eukaryota	Chordata	Unassigned	Testudines	Platysternidae	Platysternon	Platysternon megacephalum	Unassigned	55544
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Heosemys	Heosemys spinosa	Unassigned	55547
Eukaryota	Chordata	Unassigned	Testudines	Dermatemydidae	Dermatemys	Dermatemys mawii	Unassigned	55550
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Stigmochelys	Stigmochelys pardalis	Unassigned	569598
Eukaryota	Chordata	Unassigned	Testudines	Chelydridae	Macrochelys	Macrochelys temminckii	Unassigned	571338
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Mesoclemmys	Mesoclemmys nasuta	Unassigned	571340
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina parkeri	Unassigned	571342
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Chrysemys	Chrysemys dorsalis	Unassigned	573969
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Sternotherus	Sternotherus carinatus	Unassigned	573971
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Emydura	Emydura victoriae	Unassigned	578127
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Pseudemys	Pseudemys peninsularis	Unassigned	580248
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Pseudemys	Pseudemys rubriventris	Unassigned	580249
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Graptemys	Graptemys ouachitensis	Graptemys ouachitensis sabinensis	580252
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Graptemys	Graptemys pseudogeographica	Graptemys pseudogeographica kohnii	580253
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus sp. MTD D 44190	Unassigned	601996
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus sp. MTD TD 5093	Unassigned	601997
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus sp. MTD D 43357	Unassigned	601998
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus sp. MTD TD 5559	Unassigned	601999
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus sp. MTD TD 5091	Unassigned	602000
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus sp. MTD D 44045	Unassigned	602001
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus sp. MTD D 42534	Unassigned	602002
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Hydromedusa	Hydromedusa tectifera	Unassigned	61327
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Batagur	Batagur sp. AA1016	Unassigned	623718
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon leucostomum	Unassigned	641010
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Chelonoidis	Chelonoidis niger	Unassigned	66189
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Astrochelys	Astrochelys radiata	Unassigned	66190
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Pyxis	Pyxis planicauda	Unassigned	66193
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Pyxis	Pyxis arachnoides	Unassigned	66194
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina burrungandjii	Unassigned	665103
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina expansa	Unassigned	665104
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Batagur	Batagur trivittata	Unassigned	686919
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Batagur	Batagur kachuga	Unassigned	698410
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Cuora	Cuora aurocapitata	Unassigned	72008
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina canni	Unassigned	742143
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Emydura	Emydura tanybaraga	Unassigned	742145
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Cuora	Cuora amboinensis	Unassigned	74909
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Heosemys	Heosemys grandis	Unassigned	74912
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Siebenrockiella	Siebenrockiella crassicollis	Unassigned	74914
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Cyclemys	Cyclemys dentata	Unassigned	74916
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Indotestudo	Indotestudo elongata	Unassigned	74920
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Malayemys	Malayemys subtrijuga	Unassigned	74922
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Manouria	Manouria impressa	Unassigned	74924
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Mauremys	Mauremys mutica	Unassigned	74926
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Morenia	Morenia ocellata	Unassigned	74928
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Orlitia	Orlitia borneensis	Unassigned	74930
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Sacalia	Sacalia quadriocellata	Unassigned	74934
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Geoemyda	Geoemyda spengleri	Unassigned	74936
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Melanochelys	Melanochelys trijuga	Unassigned	74938
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Mauremys	Mauremys reevesii x Mauremys sinensis	Unassigned	758867
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Morenia	Morenia petersi	Unassigned	766172
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Emys	Emys orbicularis	Unassigned	82168
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Phrynops	Phrynops hilarii	Unassigned	8463
Eukaryota	Chordata	Unassigned	Testudines	Cheloniidae	Caretta	Caretta caretta	Unassigned	8467
Eukaryota	Chordata	Unassigned	Testudines	Cheloniidae	Chelonia	Chelonia mydas	Unassigned	8469
Eukaryota	Chordata	Unassigned	Testudines	Cheloniidae	Lepidochelys	Lepidochelys kempii	Unassigned	8472
Eukaryota	Chordata	Unassigned	Testudines	Chelydridae	Chelydra	Chelydra serpentina	Unassigned	8475
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Chrysemys	Chrysemys picta	Chrysemys picta bellii	8478
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Chrysemys	Chrysemys picta	Unassigned	8479
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Graptemys	Graptemys geographica	Unassigned	8481
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Emys	Emys blandingii	Unassigned	85613
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Testudo	Testudo graeca	Unassigned	86975
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Testudo	Testudo hermanni	Unassigned	86976
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios subniger	Unassigned	88690
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Emydura	Emydura macquarii	Unassigned	90392
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Batagur	Batagur borneoensis	Unassigned	904174
Eukaryota	Chordata	Unassigned	Testudines	Geoemydidae	Batagur	Batagur dhongoka	Unassigned	904175
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina mccordi	Unassigned	904177
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina pritchardi	Unassigned	904178
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Chelodina	Chelodina reimanni	Unassigned	904179
Eukaryota	Chordata	Unassigned	Testudines	Testudinidae	Chelonoidis	Chelonoidis chilensis	Unassigned	904182
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Elseya	Elseya albagula	Unassigned	904184
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Elseya	Elseya branderhorsti	Unassigned	904186
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon acutum	Unassigned	904193
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon alamosae	Unassigned	904194
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon chimalhuaca	Unassigned	904196
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon creaseri	Unassigned	904197
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon dunni	Unassigned	904198
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon herrerai	Unassigned	904199
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon integrum	Unassigned	904200
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Kinosternon	Kinosternon sonoriense	Unassigned	904203
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Nilssonia	Nilssonia gangetica	Unassigned	904210
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Nilssonia	Nilssonia hurum	Unassigned	904211
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios broadleyi	Unassigned	904213
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios carinatus	Unassigned	904214
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios castanoides	Unassigned	904216
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios chapini	Unassigned	904217
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios cupulatta	Unassigned	904218
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios marani	Unassigned	904219
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios niger	Unassigned	904220
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios rhodesianus	Unassigned	904223
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys ornata	Unassigned	904224
Eukaryota	Chordata	Unassigned	Testudines	Emydidae	Trachemys	Trachemys venusta	Unassigned	904225
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Sternotherus	Sternotherus depressus	Unassigned	904226
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Staurotypus	Staurotypus salvinii	Unassigned	904227
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Rafetus	Rafetus swinhoei	Unassigned	904230
Eukaryota	Chordata	Unassigned	Testudines	Kinosternidae	Claudius	Claudius angustatus	Unassigned	904233
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Myuchelys	Myuchelys bellii	Unassigned	904237
Eukaryota	Chordata	Unassigned	Testudines	Chelidae	Elseya	Elseya novaeguineae	Unassigned	904238
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios castanoides	Pelusios castanoides intergularis	907251
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios castanoides	Pelusios castanoides castanoides	907252
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios subniger	Pelusios subniger parietalis	907260
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios adansonii	Unassigned	911723
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios bechuanicus	Unassigned	911724
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios nanus	Unassigned	911725
Eukaryota	Chordata	Unassigned	Testudines	Pelomedusidae	Pelusios	Pelusios upembae	Unassigned	911726
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus parviformis	Unassigned	947008
Eukaryota	Chordata	Unassigned	Testudines	Trionychidae	Pelodiscus	Pelodiscus maackii	Unassigned	980080
